SN,x,y,species,code,dia_cm,height_m,class
33160,306229,3037169,Pinus wallichiana,,88,26,4
33161,306698,3037188,Quercus spp,,55,19,1
33162,306842,3037613,Schima wallichii,,91,16,3
33163,306563,3037105,Shorea robusta,,36,26,3
33164,306514,3037798,Terminalia alata,,14,27,2
33165,306396,3037962,Trewia nudiflora,,72,23,1
33166,306469,3037457,Tsuga spp,,53,29,4
33167,306568,3038437,Terai spp,,18,22,4
33168,306638,3037215,Hill spp,,37,22,4
33169,306265,3037203,Abies spp,,42,19,3
33170,306773,3038189,Acacia catechu,,38,27,4
33171,306597,3038193,Adina cardifolia,,38,25,2
33172,306371,3037826,Albizia spp,,16,29,3
33173,305935,3036895,Alnus nepalensis,,76,27,4
33174,306298,3037101,Anogeissus latifolia,,62,18,4
33175,306745,3037313,Bombax ceiba,,41,19,2
33176,306920,3037158,Cedrela toona,,22,25,4
33177,306681,3038269,Abies spp,,18,19,4
33178,305952,3036727,Acacia catechu,,63,15,2
33179,306530,3038049,Adina cardifolia,,14,16,1
33180,306446,3037752,Albizia spp,,56,16,2
33181,306628,3037660,Alnus nepalensis,,90,18,4
33182,307088,3037561,Anogeissus latifolia,,86,16,2
33183,306145,3037040,Bombax ceiba,,79,30,1
33184,306724,3038223,Abies spp,,72,23,2
33185,306493,3037718,Acacia catechu,,18,30,4
33186,306624,3037140,Adina cardifolia,,60,27,4
33187,306828,3037286,Albizia spp,,27,26,4
33188,306119,3037760,Alnus nepalensis,,14,23,4
33189,306898,3037095,Anogeissus latifolia,,59,18,2
33190,306051,3037126,Bombax ceiba,,50,19,2
33191,306529,3037214,Cedrela toona,,63,15,1
33192,306698,3038004,Dalbergia sissoo,,18,18,3
33193,306765,3037185,Eugenia Jambolana,,17,29,1
33194,306369,3038007,Hymenodictyon excelsum,,31,28,2
33195,306799,3037649,Lagerstroemia parviflora,,72,18,2
33196,306382,3037804,Michelia champaca,,44,29,4
33197,306387,3038127,Pinus roxburghii,,74,15,2
33198,306660,3038250,Pinus wallichiana,,42,17,4
33199,306645,3037926,Quercus spp,,79,25,3
33200,306432,3038185,Schima wallichii,,96,15,1
33201,306317,3037904,Shorea robusta,,88,24,1
33202,306781,3037613,Terminalia alata,,28,29,4
33203,306674,3037798,Trewia nudiflora,,44,16,2
33204,306264,3038010,Tsuga spp,,23,16,4
33205,306719,3037123,Terai spp,,53,27,2
33206,306880,3037547,Hill spp,,97,27,3
33207,306423,3037510,Abies spp,,95,17,4
33208,306584,3037475,Acacia catechu,,100,23,4
33209,306481,3037494,Adina cardifolia,,77,25,4
33210,306378,3037038,Albizia spp,,14,18,1
33211,306571,3037504,Alnus nepalensis,,40,23,4
33212,306239,3037727,Anogeissus latifolia,,94,17,4
33213,306476,3038093,Bombax ceiba,,70,15,2
33214,307083,3037513,Cedrela toona,,89,25,3
33215,306530,3037968,Dalbergia sissoo,,44,20,2
33216,306314,3037542,Eugenia Jambolana,,54,26,1
33217,306553,3037130,Hymenodictyon excelsum,,81,23,1
33218,306598,3037771,Lagerstroemia parviflora,,65,15,3
33219,306401,3037773,Michelia champaca,,76,21,3
33220,306488,3038410,Pinus roxburghii,,40,27,4
33221,306180,3037153,Pinus wallichiana,,63,15,4
33222,306322,3036999,Quercus spp,,29,16,4
33223,306061,3037427,Schima wallichii,,76,22,3
33224,306027,3037131,Shorea robusta,,80,20,3
33225,306298,3037787,Terminalia alata,,87,24,2
33226,306829,3037087,Trewia nudiflora,,67,23,1
33227,306516,3037597,Tsuga spp,,74,26,2
33228,306245,3037046,Terai spp,,82,28,4
33229,306318,3037592,Hill spp,,50,21,1
33230,306105,3036925,Abies spp,,50,18,1
33231,306905,3037587,Acacia catechu,,12,24,3
33232,306915,3037502,Adina cardifolia,,54,16,3
33233,306279,3037931,Albizia spp,,23,17,2
33234,306973,3037642,Alnus nepalensis,,25,15,4
33235,306110,3037119,Anogeissus latifolia,,92,29,4
33236,306267,3037374,Bombax ceiba,,85,24,1
33237,306663,3037494,Cedrela toona,,52,17,4
33238,306070,3037220,Abies spp,,57,20,4
33239,306825,3037295,Acacia catechu,,52,19,3
33240,306302,3037086,Adina cardifolia,,41,20,2
33241,306257,3037047,Albizia spp,,73,29,4
33242,306580,3037914,Alnus nepalensis,,63,28,1
33243,306224,3037137,Anogeissus latifolia,,69,26,3
33244,306579,3037664,Bombax ceiba,,28,20,2
33245,306580,3037169,Cedrela toona,,20,23,3
33246,306794,3037307,Dalbergia sissoo,,39,27,3
33247,306252,3037067,Eugenia Jambolana,,56,15,2
33248,306647,3038082,Hymenodictyon excelsum,,50,29,2
33249,306433,3038090,Lagerstroemia parviflora,,12,28,1
33250,306419,3038140,Michelia champaca,,86,19,4
33251,306538,3038236,Pinus roxburghii,,63,18,3
33252,306127,3037729,Pinus wallichiana,,85,18,1
33253,306984,3037506,Quercus spp,,95,23,1
33254,306532,3037642,Schima wallichii,,31,23,2
33255,306649,3037925,Shorea robusta,,19,20,1
33256,306577,3037644,Terminalia alata,,67,18,1
33257,306679,3037447,Trewia nudiflora,,43,23,2
33258,306775,3038070,Tsuga spp,,40,27,1
33259,306267,3037185,Terai spp,,79,23,2
33260,306341,3038080,Hill spp,,62,19,1
33261,306390,3037405,Abies spp,,78,24,1
33262,306557,3037525,Acacia catechu,,57,15,1
33263,306537,3037229,Adina cardifolia,,17,19,4
33264,306313,3037523,Albizia spp,,49,19,1
33265,306087,3037444,Alnus nepalensis,,91,19,4
33266,306754,3037322,Anogeissus latifolia,,69,21,4
33267,306364,3037325,Bombax ceiba,,86,21,3
33268,306054,3036933,Cedrela toona,,57,16,1
33269,306510,3037852,Dalbergia sissoo,,69,24,1
33270,306048,3037044,Eugenia Jambolana,,66,18,4
33271,306061,3037500,Hymenodictyon excelsum,,20,19,3
33272,306604,3037787,Lagerstroemia parviflora,,45,23,1
33273,306520,3038168,Michelia champaca,,11,26,4
33274,306293,3036928,Pinus roxburghii,,56,18,3
33275,306017,3036708,Pinus wallichiana,,27,25,1
33276,306377,3037703,Quercus spp,,27,28,1
33277,306134,3037465,Schima wallichii,,48,28,2
33278,306052,3036920,Shorea robusta,,100,26,2
33279,306345,3038065,Terminalia alata,,44,17,2
33280,306011,3036786,Trewia nudiflora,,16,23,1
33281,306708,3037188,Tsuga spp,,58,21,2
33282,306630,3037100,Terai spp,,81,20,1
33283,305918,3036428,Hill spp,,74,28,1
33284,306073,3037230,Abies spp,,69,29,1
33285,306808,3037690,Acacia catechu,,43,28,1
33286,306831,3037381,Adina cardifolia,,12,27,2
33287,306227,3037078,Albizia spp,,76,15,2
33288,306428,3037885,Alnus nepalensis,,77,20,2
33289,306380,3037288,Anogeissus latifolia,,99,20,4
33290,306903,3037629,Bombax ceiba,,97,29,2
33291,306692,3037457,Cedrela toona,,89,24,2
33292,306202,3037765,Abies spp,,29,20,2
33293,306276,3037721,Acacia catechu,,69,17,4
33294,306274,3037117,Adina cardifolia,,38,20,1
33295,306018,3037316,Albizia spp,,91,27,1
33296,306843,3037414,Alnus nepalensis,,48,26,3
33297,306791,3038053,Anogeissus latifolia,,21,19,2
33298,306983,3037284,Bombax ceiba,,50,27,1
33299,306388,3037176,Cedrela toona,,42,28,4
33300,306795,3038062,Dalbergia sissoo,,94,23,2
33301,306171,3037013,Eugenia Jambolana,,44,19,3
33302,306428,3038247,Hymenodictyon excelsum,,26,20,3
33303,306539,3037674,Lagerstroemia parviflora,,70,29,2
33304,306323,3038096,Michelia champaca,,15,30,1
33305,306483,3037393,Pinus roxburghii,,76,24,1
33306,305960,3036686,Pinus wallichiana,,55,24,2
33307,306907,3037005,Quercus spp,,28,22,2
33308,306215,3037472,Schima wallichii,,84,15,1
33309,306518,3037999,Shorea robusta,,26,15,2
33310,306490,3037829,Terminalia alata,,100,26,1
33311,306283,3037556,Trewia nudiflora,,73,24,2
33312,306082,3037545,Tsuga spp,,56,23,4
33313,306310,3038062,Terai spp,,66,30,4
33314,306590,3037162,Hill spp,,71,24,1
33315,306149,3037362,Abies spp,,54,15,1
33316,306486,3037102,Acacia catechu,,56,22,4
33317,306045,3037419,Adina cardifolia,,25,29,3
33318,307007,3037538,Albizia spp,,84,16,2
33319,306042,3036968,Alnus nepalensis,,21,21,4
33320,306761,3037297,Anogeissus latifolia,,18,27,2
33321,306063,3037459,Bombax ceiba,,88,29,4
33322,307042,3037555,Cedrela toona,,66,30,2
33323,306390,3037916,Dalbergia sissoo,,27,25,2
33324,306987,3037249,Eugenia Jambolana,,70,27,4
33325,306511,3038457,Hymenodictyon excelsum,,49,25,2
33326,306030,3037061,Lagerstroemia parviflora,,13,24,4
33327,306490,3038377,Michelia champaca,,21,17,4
33328,306751,3037427,Pinus roxburghii,,53,26,4
33329,306246,3037410,Pinus wallichiana,,60,28,3
33330,305951,3036531,Quercus spp,,84,16,4
33331,306249,3037550,Schima wallichii,,54,23,4
33332,306041,3037369,Shorea robusta,,32,27,1
33333,306842,3037613,Terminalia alata,,21,18,4
33334,306585,3037530,Trewia nudiflora,,80,18,2
33335,306159,3036903,Tsuga spp,,22,17,4
33336,306342,3037652,Terai spp,,79,15,3
33337,305976,3036510,Hill spp,,21,29,4
33338,306013,3037119,Abies spp,,70,20,2
33339,306530,3037893,Acacia catechu,,50,28,4
33340,306183,3037230,Adina cardifolia,,14,15,4
33341,306584,3037166,Albizia spp,,50,16,2
33342,306904,3037565,Alnus nepalensis,,56,30,3
33343,306005,3036838,Anogeissus latifolia,,52,28,1
33344,306280,3037569,Bombax ceiba,,32,23,1
33345,306071,3036945,Cedrela toona,,51,18,3
33346,305932,3036707,Abies spp,,30,15,2
33347,306215,3036933,Acacia catechu,,36,23,2
33348,306728,3038271,Adina cardifolia,,19,20,4
33349,305968,3036939,Albizia spp,,78,29,4
33350,306902,3037347,Alnus nepalensis,,75,21,3
33351,306397,3037240,Anogeissus latifolia,,99,26,4
33352,306530,3037227,Bombax ceiba,,47,15,3
33353,306690,3037399,Cedrela toona,,57,29,4
33354,306397,3038161,Dalbergia sissoo,,38,17,1
33355,306079,3036742,Eugenia Jambolana,,72,17,1
33356,306237,3037747,Hymenodictyon excelsum,,46,19,4
33357,306197,3037636,Lagerstroemia parviflora,,32,27,4
33358,306548,3037318,Michelia champaca,,80,17,1
33359,306735,3037917,Pinus roxburghii,,68,23,2
33360,306166,3037572,Pinus wallichiana,,71,26,1
33361,306571,3037990,Quercus spp,,20,27,3
33362,306975,3037619,Schima wallichii,,44,18,1
33363,306079,3037550,Shorea robusta,,23,21,2
33364,306932,3037379,Terminalia alata,,31,22,1
33365,306939,3037745,Trewia nudiflora,,46,20,2
33366,306592,3037594,Tsuga spp,,73,30,1
33367,306833,3037654,Terai spp,,73,30,1
33368,306472,3037123,Hill spp,,12,25,2
33369,306815,3037733,Abies spp,,77,15,3
33370,306393,3037008,Acacia catechu,,87,30,4
33371,306760,3038173,Adina cardifolia,,18,26,2
33372,306332,3037169,Albizia spp,,34,23,3
33373,306259,3037154,Abies spp,,67,22,2
33374,306997,3037291,Acacia catechu,,97,21,4
33375,306476,3037979,Adina cardifolia,,61,16,2
33376,306481,3038386,Albizia spp,,42,22,4
33377,306274,3037946,Alnus nepalensis,,76,29,4
33378,306586,3037382,Anogeissus latifolia,,87,24,1
33379,306668,3037072,Bombax ceiba,,51,26,1
33380,306427,3037959,Cedrela toona,,13,24,2
33381,306818,3037955,Dalbergia sissoo,,69,15,3
33382,306123,3037058,Eugenia Jambolana,,46,30,1
33383,306729,3037748,Hymenodictyon excelsum,,50,18,2
33384,306688,3037312,Lagerstroemia parviflora,,33,24,3
33385,306699,3038303,Michelia champaca,,27,30,3
33386,306097,3037051,Pinus roxburghii,,94,29,4
33387,306567,3037451,Pinus wallichiana,,18,30,4
33388,306452,3037440,Quercus spp,,19,18,2
33389,306247,3037041,Schima wallichii,,48,15,2
33390,306599,3037752,Shorea robusta,,63,28,1
33391,306275,3037727,Terminalia alata,,86,15,2
33392,306586,3037813,Trewia nudiflora,,85,17,4
33393,306237,3037456,Tsuga spp,,13,30,3
33394,306481,3038302,Terai spp,,28,26,3
33395,306896,3037918,Hill spp,,72,19,4
33396,306661,3037832,Abies spp,,87,19,2
33397,306755,3037337,Acacia catechu,,76,15,2
33398,306260,3036964,Adina cardifolia,,85,19,3
33399,306115,3036882,Albizia spp,,46,22,3
33400,306653,3037335,Alnus nepalensis,,88,30,3
33401,306966,3037384,Anogeissus latifolia,,100,27,1
33402,306027,3036716,Bombax ceiba,,19,22,3
33403,306522,3037555,Cedrela toona,,68,21,4
33404,306515,3037939,Dalbergia sissoo,,61,15,2
33405,306659,3038046,Eugenia Jambolana,,39,16,4
33406,306214,3036941,Hymenodictyon excelsum,,67,22,1
33407,306892,3037007,Lagerstroemia parviflora,,36,19,2
33408,306207,3037045,Michelia champaca,,18,27,1
33409,306440,3037873,Pinus roxburghii,,37,18,2
33410,306951,3037233,Pinus wallichiana,,94,16,2
33411,306488,3037888,Quercus spp,,73,23,4
33412,306120,3037277,Schima wallichii,,60,23,4
33413,306835,3037630,Shorea robusta,,63,28,1
33414,306582,3037722,Terminalia alata,,60,27,2
33415,306951,3037360,Trewia nudiflora,,40,15,4
33416,306246,3037450,Tsuga spp,,99,18,2
33417,306776,3037674,Terai spp,,58,17,4
33418,306989,3037278,Hill spp,,42,16,3
33419,306273,3037437,Abies spp,,49,29,1
33420,306023,3036970,Acacia catechu,,77,15,3
33421,306740,3037369,Adina cardifolia,,84,19,1
33422,306618,3037162,Albizia spp,,95,16,1
33423,306456,3037882,Alnus nepalensis,,90,26,2
33424,306105,3036722,Anogeissus latifolia,,80,21,4
33425,306320,3038004,Bombax ceiba,,55,28,2
33426,306319,3038060,Cedrela toona,,93,18,2
33427,306188,3037706,Abies spp,,68,27,4
33428,306886,3037765,Acacia catechu,,49,22,4
33429,306398,3037873,Adina cardifolia,,52,23,3
33430,306142,3036985,Albizia spp,,51,25,1
33431,306581,3038141,Alnus nepalensis,,17,29,1
33432,306113,3036875,Anogeissus latifolia,,14,23,2
33433,306099,3037362,Bombax ceiba,,62,29,4
33434,306269,3037242,Cedrela toona,,82,16,1
33435,306501,3038076,Dalbergia sissoo,,56,17,4
33436,306269,3037207,Eugenia Jambolana,,12,24,2
33437,306315,3037552,Hymenodictyon excelsum,,27,23,4
33438,306194,3037590,Lagerstroemia parviflora,,27,22,2
33439,306747,3037841,Michelia champaca,,96,29,2
33440,306114,3036954,Pinus roxburghii,,62,21,2
33441,306784,3037381,Pinus wallichiana,,30,19,1
33442,306609,3037453,Quercus spp,,94,23,1
33443,306768,3037860,Schima wallichii,,100,15,4
33444,306621,3037656,Shorea robusta,,80,24,3
33445,306516,3038442,Terminalia alata,,99,17,2
33446,306612,3037972,Trewia nudiflora,,50,26,3
33447,306801,3037551,Tsuga spp,,38,28,3
33448,306477,3037309,Terai spp,,66,29,3
33449,306187,3037725,Hill spp,,84,24,1
33450,306624,3037587,Abies spp,,18,17,3
33451,306651,3037872,Acacia catechu,,77,30,4
33452,306540,3037782,Adina cardifolia,,50,24,2
33453,306737,3037755,Albizia spp,,72,16,2
33454,306427,3037613,Alnus nepalensis,,37,23,3
33455,306478,3038068,Anogeissus latifolia,,88,20,2
33456,306232,3037214,Bombax ceiba,,88,28,3
33457,306802,3037777,Cedrela toona,,22,24,4
33458,306446,3037779,Dalbergia sissoo,,80,17,1
33459,306294,3037158,Eugenia Jambolana,,24,25,3
33460,306218,3037374,Hymenodictyon excelsum,,86,28,1
33461,306348,3037460,Lagerstroemia parviflora,,65,15,2
33462,306207,3037625,Michelia champaca,,59,26,1
33463,306789,3037111,Pinus roxburghii,,92,17,3
33464,306615,3037312,Pinus wallichiana,,68,22,2
33465,306726,3037252,Quercus spp,,67,15,4
33466,306990,3037738,Schima wallichii,,26,30,1
33467,306551,3038448,Shorea robusta,,68,29,3
33468,306828,3037316,Terminalia alata,,78,19,3
33469,307005,3037554,Trewia nudiflora,,83,17,4
33470,306464,3038199,Tsuga spp,,14,18,1
33471,305949,3036681,Terai spp,,84,21,3
33472,306798,3038000,Hill spp,,70,29,2
33473,306556,3038285,Abies spp,,36,27,4
33474,306815,3037989,Acacia catechu,,10,23,4
33475,306404,3037325,Adina cardifolia,,55,19,2
33476,306679,3037507,Albizia spp,,87,21,1
33477,306863,3037748,Alnus nepalensis,,71,15,3
33478,306424,3037170,Anogeissus latifolia,,91,16,1
33479,306582,3037087,Bombax ceiba,,59,27,1
33480,306750,3037591,Cedrela toona,,83,15,1
33481,306951,3037662,Abies spp,,86,21,4
33482,306659,3037532,Acacia catechu,,75,29,2
33483,306278,3037088,Adina cardifolia,,86,21,2
33484,306269,3037753,Albizia spp,,78,26,2
33485,306624,3037195,Alnus nepalensis,,59,25,4
33486,306625,3037429,Anogeissus latifolia,,13,27,4
33487,306344,3036976,Bombax ceiba,,69,17,3
33488,306833,3037652,Cedrela toona,,26,17,2
33489,306565,3037836,Dalbergia sissoo,,23,23,2
33490,306200,3037868,Eugenia Jambolana,,62,19,4
33491,306597,3037472,Hymenodictyon excelsum,,86,20,1
33492,306362,3037914,Lagerstroemia parviflora,,95,25,2
33493,306609,3037136,Michelia champaca,,17,17,1
33494,306495,3038014,Pinus roxburghii,,92,28,3
33495,306817,3037933,Pinus wallichiana,,16,25,3
33496,306526,3037833,Quercus spp,,23,16,3
33497,306949,3037189,Schima wallichii,,22,26,2
33498,306115,3037306,Shorea robusta,,46,15,2
33499,307062,3037428,Terminalia alata,,88,27,4
33500,306560,3038350,Trewia nudiflora,,12,24,2
33501,306161,3037400,Tsuga spp,,20,24,1
33502,307030,3037345,Terai spp,,51,23,3
33503,306376,3037174,Hill spp,,58,29,3
33504,306593,3038443,Abies spp,,50,19,2
33505,306209,3037794,Acacia catechu,,36,30,3
33506,306595,3037258,Adina cardifolia,,48,28,3
33507,306686,3037472,Albizia spp,,31,26,3
33508,306279,3037095,Alnus nepalensis,,86,27,3
33509,306254,3037848,Anogeissus latifolia,,48,28,2
33510,306517,3037776,Bombax ceiba,,10,29,2
33511,306647,3037356,Cedrela toona,,42,24,1
33512,306580,3037788,Dalbergia sissoo,,13,19,3
33513,306691,3038192,Eugenia Jambolana,,73,29,3
33514,306796,3037871,Hymenodictyon excelsum,,47,17,1
33515,306635,3037597,Lagerstroemia parviflora,,78,23,4
33516,306483,3037426,Michelia champaca,,12,25,4
33517,306804,3037257,Pinus roxburghii,,97,25,2
33518,306282,3037723,Pinus wallichiana,,60,26,3
33519,306282,3037578,Quercus spp,,98,21,2
33520,306450,3037766,Schima wallichii,,97,24,2
33521,306932,3037799,Shorea robusta,,72,26,3
33522,306135,3037125,Terminalia alata,,74,30,2
33523,306475,3038403,Trewia nudiflora,,22,22,1
33524,306614,3037104,Tsuga spp,,18,28,3
33525,306923,3037590,Terai spp,,17,24,2
33526,306037,3036937,Hill spp,,43,16,2
33527,306060,3037579,Abies spp,,12,26,1
33528,306244,3037724,Acacia catechu,,86,17,2
33529,306607,3037558,Adina cardifolia,,96,23,3
33530,306313,3037164,Albizia spp,,49,25,4
33531,306549,3037493,Alnus nepalensis,,94,17,2
33532,306620,3037975,Anogeissus latifolia,,41,30,4
33533,306536,3037055,Bombax ceiba,,62,25,2
33534,306555,3038348,Cedrela toona,,75,23,4
33535,306752,3038133,Abies spp,,48,20,4
33536,306629,3037540,Acacia catechu,,46,15,4
33537,306001,3036666,Adina cardifolia,,10,27,1
33538,306141,3037071,Albizia spp,,93,27,4
33539,306108,3037073,Alnus nepalensis,,26,27,1
33540,307078,3037497,Anogeissus latifolia,,80,30,1
33541,306228,3037884,Bombax ceiba,,83,21,3
33542,306423,3038157,Cedrela toona,,70,28,4
33543,306782,3037138,Dalbergia sissoo,,78,18,1
33544,307028,3037621,Eugenia Jambolana,,46,20,4
33545,306650,3038246,Hymenodictyon excelsum,,38,25,1
33546,306124,3036870,Lagerstroemia parviflora,,91,21,4
33547,306088,3037278,Michelia champaca,,74,27,1
33548,306638,3037900,Pinus roxburghii,,63,23,2
33549,306130,3037667,Pinus wallichiana,,65,19,3
33550,306724,3037777,Quercus spp,,81,16,4
33551,306549,3037321,Schima wallichii,,31,29,1
33552,307003,3037529,Shorea robusta,,78,29,4
33553,306831,3037942,Terminalia alata,,73,16,1
33554,306460,3037701,Trewia nudiflora,,41,28,3
33555,306343,3037461,Tsuga spp,,45,20,2
33556,306463,3037601,Terai spp,,28,26,3
33557,306752,3038234,Hill spp,,59,27,2
33558,306454,3037716,Abies spp,,59,15,3
33559,306426,3037493,Acacia catechu,,26,26,3
33560,306386,3037493,Adina cardifolia,,70,16,1
33561,306298,3037075,Albizia spp,,89,25,3
33562,306917,3037030,Alnus nepalensis,,37,26,4
33563,306925,3037172,Anogeissus latifolia,,83,19,1
33564,306261,3037458,Bombax ceiba,,34,16,1
33565,306779,3037208,Cedrela toona,,91,28,1
33566,306223,3037568,Dalbergia sissoo,,77,21,4
33567,306826,3038027,Eugenia Jambolana,,34,22,1
33568,306012,3036567,Hymenodictyon excelsum,,86,15,1
33569,306695,3037558,Lagerstroemia parviflora,,42,18,4
33570,306261,3037476,Michelia champaca,,17,27,2
33571,306494,3038067,Pinus roxburghii,,32,24,3
33572,306318,3037415,Pinus wallichiana,,57,25,2
33573,306387,3037586,Quercus spp,,99,23,4
33574,306490,3037559,Schima wallichii,,59,26,4
33575,306464,3037242,Shorea robusta,,52,29,2
33576,306617,3038253,Terminalia alata,,85,26,4
33577,306597,3037093,Trewia nudiflora,,46,19,1
33578,306170,3037473,Tsuga spp,,74,25,2
33579,306149,3037455,Terai spp,,42,29,4
33580,306445,3037177,Hill spp,,39,20,4
33581,306131,3036776,Abies spp,,86,17,3
33582,306735,3038255,Acacia catechu,,32,18,3
33583,306203,3037446,Adina cardifolia,,32,24,3
33584,306184,3037129,Albizia spp,,18,17,4
33585,305958,3036709,Alnus nepalensis,,94,16,4
33586,306207,3037506,Anogeissus latifolia,,49,19,2
33587,307017,3037600,Bombax ceiba,,61,16,4
33588,306124,3037736,Cedrela toona,,11,20,2
33589,306618,3037419,Abies spp,,70,30,1
33590,306441,3037416,Acacia catechu,,86,27,2
33591,306435,3037451,Adina cardifolia,,34,22,2
33592,306481,3037139,Albizia spp,,56,29,2
33593,306294,3037841,Alnus nepalensis,,45,20,4
33594,306590,3037947,Anogeissus latifolia,,12,20,1
33595,306615,3037586,Bombax ceiba,,17,21,4
33596,306246,3037614,Abies spp,,72,15,3
33597,306059,3037415,Acacia catechu,,50,15,1
33598,306976,3037595,Adina cardifolia,,66,23,2
33599,306684,3037248,Albizia spp,,91,28,1
33600,306812,3037038,Alnus nepalensis,,99,17,2
33601,306970,3037505,Anogeissus latifolia,,68,29,1
33602,306376,3037025,Bombax ceiba,,51,28,1
33603,306179,3037643,Cedrela toona,,30,21,3
33604,306870,3037549,Dalbergia sissoo,,47,25,4
33605,306649,3037140,Eugenia Jambolana,,54,20,2
33606,306495,3038430,Hymenodictyon excelsum,,64,17,2
33607,306021,3036928,Lagerstroemia parviflora,,23,15,4
